"item","condition","response","subject","group_G","type","ambiguity_G","verb_G","order","verb","group","prime_target"
"11","E6I11D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",12,1,1,"Ambiguous/Ambiguous"
"2","E3I2D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",13,-1,1,"Ambiguous/Ambiguous"
"3","E4I3D1",1,"Non-Native 24","Non-Native","Experimental","Unambiguous","Different",14,1,1,"Unambiguous/Unambiguous"
"6","E1I6D1",0,"Non-Native 24","Non-Native","Experimental","Unambiguous","Same",15,-1,1,"Unambiguous/Unambiguous"
"5","E6I5D1",0,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",16,1,1,"Ambiguous/Ambiguous"
"4","E5I4D1",0,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",17,1,1,"Unambiguous/Ambiguous"
"1","E2I1D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",18,-1,1,"Unambiguous/Ambiguous"
"36","E1I36D1",0,"Non-Native 24","Non-Native","Experimental","Unambiguous","Same",19,-1,1,"Unambiguous/Unambiguous"
"31","E2I31D1",0,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",20,-1,1,"Unambiguous/Ambiguous"
"32","E3I32D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",21,-1,1,"Ambiguous/Ambiguous"
"34","E5I34D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",22,1,1,"Unambiguous/Ambiguous"
"33","E4I33D1",1,"Non-Native 24","Non-Native","Experimental","Unambiguous","Different",23,1,1,"Unambiguous/Unambiguous"
"35","E6I35D1",0,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",24,1,1,"Ambiguous/Ambiguous"
"28","E5I28D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",25,1,1,"Unambiguous/Ambiguous"
"29","E6I29D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",26,1,1,"Ambiguous/Ambiguous"
"30","E1I30D1",1,"Non-Native 24","Non-Native","Experimental","Unambiguous","Same",27,-1,1,"Unambiguous/Unambiguous"
"26","E3I26D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",28,-1,1,"Ambiguous/Ambiguous"
"27","E4I27D1",1,"Non-Native 24","Non-Native","Experimental","Unambiguous","Different",29,1,1,"Unambiguous/Unambiguous"
"25","E2I25D1",0,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",30,-1,1,"Unambiguous/Ambiguous"
"21","E4I21D1",1,"Non-Native 24","Non-Native","Experimental","Unambiguous","Different",31,1,1,"Unambiguous/Unambiguous"
"23","E6I23D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",32,1,1,"Ambiguous/Ambiguous"
"22","E5I22D1",0,"Non-Native 24","Non-Native","Experimental","Ambiguous","Different",33,1,1,"Unambiguous/Ambiguous"
"24","E1I24D1",1,"Non-Native 24","Non-Native","Experimental","Unambiguous","Same",34,-1,1,"Unambiguous/Unambiguous"
"19","E2I19D1",1,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",35,-1,1,"Unambiguous/Ambiguous"
"20","E3I20D1",0,"Non-Native 24","Non-Native","Experimental","Ambiguous","Same",36,-1,1,"Ambiguous/Ambiguous"
"13","E3I13D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",1,-1,1,"Ambiguous/Ambiguous"
"16","E6I16D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",2,1,1,"Ambiguous/Ambiguous"
"18","E2I18D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",3,-1,1,"Unambiguous/Ambiguous"
"15","E5I15D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",4,1,1,"Unambiguous/Ambiguous"
"14","E4I14D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Different",5,1,1,"Unambiguous/Unambiguous"
"17","E1I17D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Same",6,-1,1,"Unambiguous/Unambiguous"
"7","E3I7D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",7,-1,1,"Ambiguous/Ambiguous"
"10","E6I10D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",8,1,1,"Ambiguous/Ambiguous"
"8","E4I8D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Different",9,1,1,"Unambiguous/Unambiguous"
"9","E5I9D1",1,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",10,1,1,"Unambiguous/Ambiguous"
"12","E2I12D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",11,-1,1,"Unambiguous/Ambiguous"
"11","E1I11D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Same",12,-1,1,"Unambiguous/Unambiguous"
"2","E4I2D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Different",13,1,1,"Unambiguous/Unambiguous"
"3","E5I3D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",14,1,1,"Unambiguous/Ambiguous"
"6","E2I6D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",15,-1,1,"Unambiguous/Ambiguous"
"5","E1I5D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Same",16,-1,1,"Unambiguous/Unambiguous"
"4","E6I4D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",17,1,1,"Ambiguous/Ambiguous"
"1","E3I1D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",18,-1,1,"Ambiguous/Ambiguous"
"36","E2I36D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",19,-1,1,"Unambiguous/Ambiguous"
"31","E3I31D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",20,-1,1,"Ambiguous/Ambiguous"
"32","E4I32D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Different",21,1,1,"Unambiguous/Unambiguous"
"34","E6I34D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",22,1,1,"Ambiguous/Ambiguous"
"33","E5I33D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",23,1,1,"Unambiguous/Ambiguous"
"35","E1I35D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Same",24,-1,1,"Unambiguous/Unambiguous"
"28","E6I28D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",25,1,1,"Ambiguous/Ambiguous"
"29","E1I29D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Same",26,-1,1,"Unambiguous/Unambiguous"
"30","E2I30D1",1,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",27,-1,1,"Unambiguous/Ambiguous"
"26","E4I26D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Different",28,1,1,"Unambiguous/Unambiguous"
"27","E5I27D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",29,1,1,"Unambiguous/Ambiguous"
"25","E3I25D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",30,-1,1,"Ambiguous/Ambiguous"
"21","E5I21D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",31,1,1,"Unambiguous/Ambiguous"
"23","E1I23D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Same",32,-1,1,"Unambiguous/Unambiguous"
"22","E6I22D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Different",33,1,1,"Ambiguous/Ambiguous"
"24","E2I24D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",34,-1,1,"Unambiguous/Ambiguous"
"19","E3I19D1",0,"Non-Native 25","Non-Native","Experimental","Ambiguous","Same",35,-1,1,"Ambiguous/Ambiguous"
"20","E4I20D1",1,"Non-Native 25","Non-Native","Experimental","Unambiguous","Different",36,1,1,"Unambiguous/Unambiguous"
"13","E3I13D1",0,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",1,-1,1,"Ambiguous/Ambiguous"
"16","E6I16D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",2,1,1,"Ambiguous/Ambiguous"
"18","E2I18D1",0,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",3,-1,1,"Unambiguous/Ambiguous"
"15","E5I15D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",4,1,1,"Unambiguous/Ambiguous"
"14","E4I14D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Different",5,1,1,"Unambiguous/Unambiguous"
"17","E1I17D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Same",6,-1,1,"Unambiguous/Unambiguous"
"7","E3I7D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",7,-1,1,"Ambiguous/Ambiguous"
"10","E6I10D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",8,1,1,"Ambiguous/Ambiguous"
"8","E4I8D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Different",9,1,1,"Unambiguous/Unambiguous"
"9","E5I9D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",10,1,1,"Unambiguous/Ambiguous"
"12","E2I12D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",11,-1,1,"Unambiguous/Ambiguous"
"11","E1I11D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Same",12,-1,1,"Unambiguous/Unambiguous"
"2","E4I2D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Different",13,1,1,"Unambiguous/Unambiguous"
"3","E5I3D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",14,1,1,"Unambiguous/Ambiguous"
"6","E2I6D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",15,-1,1,"Unambiguous/Ambiguous"
"5","E1I5D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Same",16,-1,1,"Unambiguous/Unambiguous"
"4","E6I4D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",17,1,1,"Ambiguous/Ambiguous"
"1","E3I1D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",18,-1,1,"Ambiguous/Ambiguous"
"36","E2I36D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",19,-1,1,"Unambiguous/Ambiguous"
"31","E3I31D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",20,-1,1,"Ambiguous/Ambiguous"
"32","E4I32D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Different",21,1,1,"Unambiguous/Unambiguous"
"34","E6I34D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",22,1,1,"Ambiguous/Ambiguous"
"33","E5I33D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",23,1,1,"Unambiguous/Ambiguous"
"35","E1I35D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Same",24,-1,1,"Unambiguous/Unambiguous"
"28","E6I28D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",25,1,1,"Ambiguous/Ambiguous"
"29","E1I29D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Same",26,-1,1,"Unambiguous/Unambiguous"
"30","E2I30D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",27,-1,1,"Unambiguous/Ambiguous"
"26","E4I26D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Different",28,1,1,"Unambiguous/Unambiguous"
"27","E5I27D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",29,1,1,"Unambiguous/Ambiguous"
"25","E3I25D1",0,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",30,-1,1,"Ambiguous/Ambiguous"
"21","E5I21D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",31,1,1,"Unambiguous/Ambiguous"
"23","E1I23D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Same",32,-1,1,"Unambiguous/Unambiguous"
"22","E6I22D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Different",33,1,1,"Ambiguous/Ambiguous"
"24","E2I24D1",1,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",34,-1,1,"Unambiguous/Ambiguous"
"19","E3I19D1",0,"Non-Native 26","Non-Native","Experimental","Ambiguous","Same",35,-1,1,"Ambiguous/Ambiguous"
"20","E4I20D1",1,"Non-Native 26","Non-Native","Experimental","Unambiguous","Different",36,1,1,"Unambiguous/Unambiguous"
"13","E4I13D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Different",1,1,1,"Unambiguous/Unambiguous"
"16","E1I16D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Same",2,-1,1,"Unambiguous/Unambiguous"
"18","E3I18D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",3,-1,1,"Ambiguous/Ambiguous"
"15","E6I15D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",4,1,1,"Ambiguous/Ambiguous"
"14","E5I14D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",5,1,1,"Unambiguous/Ambiguous"
"17","E2I17D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",6,-1,1,"Unambiguous/Ambiguous"
"7","E4I7D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Different",7,1,1,"Unambiguous/Unambiguous"
"10","E1I10D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Same",8,-1,1,"Unambiguous/Unambiguous"
"8","E5I8D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",9,1,1,"Unambiguous/Ambiguous"
"9","E6I9D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",10,1,1,"Ambiguous/Ambiguous"
"12","E3I12D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",11,-1,1,"Ambiguous/Ambiguous"
"11","E2I11D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",12,-1,1,"Unambiguous/Ambiguous"
"2","E5I2D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",13,1,1,"Unambiguous/Ambiguous"
"3","E6I3D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",14,1,1,"Ambiguous/Ambiguous"
"6","E3I6D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",15,-1,1,"Ambiguous/Ambiguous"
"5","E2I5D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",16,-1,1,"Unambiguous/Ambiguous"
"4","E1I4D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Same",17,-1,1,"Unambiguous/Unambiguous"
"1","E4I1D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Different",18,1,1,"Unambiguous/Unambiguous"
"36","E3I36D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",19,-1,1,"Ambiguous/Ambiguous"
"31","E4I31D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Different",20,1,1,"Unambiguous/Unambiguous"
"32","E5I32D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",21,1,1,"Unambiguous/Ambiguous"
"34","E1I34D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Same",22,-1,1,"Unambiguous/Unambiguous"
"33","E6I33D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",23,1,1,"Ambiguous/Ambiguous"
"35","E2I35D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",24,-1,1,"Unambiguous/Ambiguous"
"28","E1I28D1",0,"Non-Native 27","Non-Native","Experimental","Unambiguous","Same",25,-1,1,"Unambiguous/Unambiguous"
"29","E2I29D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",26,-1,1,"Unambiguous/Ambiguous"
"30","E3I30D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",27,-1,1,"Ambiguous/Ambiguous"
"26","E5I26D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",28,1,1,"Unambiguous/Ambiguous"
"27","E6I27D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",29,1,1,"Ambiguous/Ambiguous"
"25","E4I25D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Different",30,1,1,"Unambiguous/Unambiguous"
"21","E6I21D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",31,1,1,"Ambiguous/Ambiguous"
"23","E2I23D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",32,-1,1,"Unambiguous/Ambiguous"
"22","E1I22D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Same",33,-1,1,"Unambiguous/Unambiguous"
"24","E3I24D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Same",34,-1,1,"Ambiguous/Ambiguous"
"19","E4I19D1",1,"Non-Native 27","Non-Native","Experimental","Unambiguous","Different",35,1,1,"Unambiguous/Unambiguous"
"20","E5I20D1",1,"Non-Native 27","Non-Native","Experimental","Ambiguous","Different",36,1,1,"Unambiguous/Ambiguous"
"13","E4I13D1",0,"Non-Native 28","Non-Native","Experimental","Unambiguous","Different",1,1,1,"Unambiguous/Unambiguous"
"16","E1I16D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Same",2,-1,1,"Unambiguous/Unambiguous"
"18","E3I18D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",3,-1,1,"Ambiguous/Ambiguous"
"15","E6I15D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",4,1,1,"Ambiguous/Ambiguous"
"14","E5I14D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",5,1,1,"Unambiguous/Ambiguous"
"17","E2I17D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",6,-1,1,"Unambiguous/Ambiguous"
"7","E4I7D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Different",7,1,1,"Unambiguous/Unambiguous"
"10","E1I10D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Same",8,-1,1,"Unambiguous/Unambiguous"
"8","E5I8D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",9,1,1,"Unambiguous/Ambiguous"
"9","E6I9D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",10,1,1,"Ambiguous/Ambiguous"
"12","E3I12D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",11,-1,1,"Ambiguous/Ambiguous"
"11","E2I11D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",12,-1,1,"Unambiguous/Ambiguous"
"2","E5I2D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",13,1,1,"Unambiguous/Ambiguous"
"3","E6I3D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",14,1,1,"Ambiguous/Ambiguous"
"6","E3I6D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",15,-1,1,"Ambiguous/Ambiguous"
"5","E2I5D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",16,-1,1,"Unambiguous/Ambiguous"
"4","E1I4D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Same",17,-1,1,"Unambiguous/Unambiguous"
"1","E4I1D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Different",18,1,1,"Unambiguous/Unambiguous"
"36","E3I36D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",19,-1,1,"Ambiguous/Ambiguous"
"31","E4I31D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Different",20,1,1,"Unambiguous/Unambiguous"
"32","E5I32D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",21,1,1,"Unambiguous/Ambiguous"
"34","E1I34D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Same",22,-1,1,"Unambiguous/Unambiguous"
"33","E6I33D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",23,1,1,"Ambiguous/Ambiguous"
"35","E2I35D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",24,-1,1,"Unambiguous/Ambiguous"
"28","E1I28D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Same",25,-1,1,"Unambiguous/Unambiguous"
"29","E2I29D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",26,-1,1,"Unambiguous/Ambiguous"
"30","E3I30D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",27,-1,1,"Ambiguous/Ambiguous"
"26","E5I26D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",28,1,1,"Unambiguous/Ambiguous"
"27","E6I27D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",29,1,1,"Ambiguous/Ambiguous"
"25","E4I25D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Different",30,1,1,"Unambiguous/Unambiguous"
"21","E6I21D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",31,1,1,"Ambiguous/Ambiguous"
"23","E2I23D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",32,-1,1,"Unambiguous/Ambiguous"
"22","E1I22D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Same",33,-1,1,"Unambiguous/Unambiguous"
"24","E3I24D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Same",34,-1,1,"Ambiguous/Ambiguous"
"19","E4I19D1",1,"Non-Native 28","Non-Native","Experimental","Unambiguous","Different",35,1,1,"Unambiguous/Unambiguous"
"20","E5I20D1",1,"Non-Native 28","Non-Native","Experimental","Ambiguous","Different",36,1,1,"Unambiguous/Ambiguous"
"13","E5I13D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",1,1,1,"Unambiguous/Ambiguous"
"16","E2I16D1",1,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",2,-1,1,"Unambiguous/Ambiguous"
"18","E4I18D1",0,"Non-Native 29","Non-Native","Experimental","Unambiguous","Different",3,1,1,"Unambiguous/Unambiguous"
"15","E1I15D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Same",4,-1,1,"Unambiguous/Unambiguous"
"14","E6I14D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",5,1,1,"Ambiguous/Ambiguous"
"17","E3I17D1",1,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",6,-1,1,"Ambiguous/Ambiguous"
"7","E5I7D1",1,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",7,1,1,"Unambiguous/Ambiguous"
"10","E2I10D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",8,-1,1,"Unambiguous/Ambiguous"
"8","E6I8D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",9,1,1,"Ambiguous/Ambiguous"
"9","E1I9D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Same",10,-1,1,"Unambiguous/Unambiguous"
"12","E4I12D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Different",11,1,1,"Unambiguous/Unambiguous"
"11","E3I11D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",12,-1,1,"Ambiguous/Ambiguous"
"2","E6I2D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",13,1,1,"Ambiguous/Ambiguous"
"3","E1I3D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Same",14,-1,1,"Unambiguous/Unambiguous"
"6","E4I6D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Different",15,1,1,"Unambiguous/Unambiguous"
"5","E3I5D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",16,-1,1,"Ambiguous/Ambiguous"
"4","E2I4D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",17,-1,1,"Unambiguous/Ambiguous"
"1","E5I1D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",18,1,1,"Unambiguous/Ambiguous"
"36","E4I36D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Different",19,1,1,"Unambiguous/Unambiguous"
"31","E5I31D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",20,1,1,"Unambiguous/Ambiguous"
"32","E6I32D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",21,1,1,"Ambiguous/Ambiguous"
"34","E2I34D1",1,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",22,-1,1,"Unambiguous/Ambiguous"
"33","E1I33D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Same",23,-1,1,"Unambiguous/Unambiguous"
"35","E3I35D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",24,-1,1,"Ambiguous/Ambiguous"
"28","E2I28D1",1,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",25,-1,1,"Unambiguous/Ambiguous"
"29","E3I29D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",26,-1,1,"Ambiguous/Ambiguous"
"30","E4I30D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Different",27,1,1,"Unambiguous/Unambiguous"
"26","E6I26D1",1,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",28,1,1,"Ambiguous/Ambiguous"
"27","E1I27D1",0,"Non-Native 29","Non-Native","Experimental","Unambiguous","Same",29,-1,1,"Unambiguous/Unambiguous"
"25","E5I25D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",30,1,1,"Unambiguous/Ambiguous"
"21","E1I21D1",1,"Non-Native 29","Non-Native","Experimental","Unambiguous","Same",31,-1,1,"Unambiguous/Unambiguous"
"23","E3I23D1",1,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",32,-1,1,"Ambiguous/Ambiguous"
"22","E2I22D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Same",33,-1,1,"Unambiguous/Ambiguous"
"24","E4I24D1",0,"Non-Native 29","Non-Native","Experimental","Unambiguous","Different",34,1,1,"Unambiguous/Unambiguous"
"19","E5I19D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",35,1,1,"Unambiguous/Ambiguous"
"20","E6I20D1",0,"Non-Native 29","Non-Native","Experimental","Ambiguous","Different",36,1,1,"Ambiguous/Ambiguous"
"13","E5I13D1",0,"Non-Native 30","Non-Native","Experimental","Ambiguous","Different",1,1,1,"Unambiguous/Ambiguous"
"16","E2I16D1",0,"Non-Native 30","Non-Native","Experimental","Ambiguous","Same",2,-1,1,"Unambiguous/Ambiguous"
"18","E4I18D1",0,"Non-Native 30","Non-Native","Experimental","Unambiguous","Different",3,1,1,"Unambiguous/Unambiguous"
"15","E1I15D1",1,"Non-Native 30","Non-Native","Experimental","Unambiguous","Same",4,-1,1,"Unambiguous/Unambiguous"
"14","E6I14D1",0,"Non-Native 30","Non-Native","Experimental","Ambiguous","Different",5,1,1,"Ambiguous/Ambiguous"
"17","E3I17D1",1,"Non-Native 30","Non-Native","Experimental","Ambiguous","Same",6,-1,1,"Ambiguous/Ambiguous"
"7","E5I7D1",1,"Non-Native 30","Non-Native","Experimental","Ambiguous","Different",7,1,1,"Unambiguous/Ambiguous"
"10","E2I10D1",0,"Non-Native 30","Non-Native","Experimental","Ambiguous","Same",8,-1,1,"Unambiguous/Ambiguous"
"8","E6I8D1",1,"Non-Native 30","Non-Native","Experimental","Ambiguous","Different",9,1,1,"Ambiguous/Ambiguous"
"9","E1I9D1",1,"Non-Native 30","Non-Native","Experimental","Unambiguous","Same",10,-1,1,"Unambiguous/Unambiguous"
"12","E4I12D1",1,"Non-Native 30","Non-Native","Experimental","Unambiguous","Different",11,1,1,"Unambiguous/Unambiguous"
